GEOID,STATEFP,STATE,COUNTYFP,COUNTY,TOT_HOUS22,TOT_CHI22,TOT_MAR22,TOT_MAL22,TOT_FEM22,TOT_BPOV22,CHI_BPOV22,MAR_BPOV22,MAL_BPOV22,FEM_BPOV22,TOT_APOV22,CHI_APOV22,MAR_APOV22,MAL_APOV22,FEM_APOV22,TOT_CVAP22,BPV_CVAP22,APV_CVAP22
41051008500,41, Oregon,051, Multnomah County,969,622,455,85,82,85,85,36,29,20,884,537,419,56,62,3022,434,2588
41051008600,41, Oregon,051, Multnomah County,987,458,210,43,205,119,41,9,32,0,868,417,201,11,205,2851,486,2365
41051008700,41, Oregon,051, Multnomah County,943,502,340,35,127,134,98,11,0,87,809,404,329,35,40,3580,398,3182
41051008800,41, Oregon,051, Multnomah County,1187,597,311,201,85,121,54,23,31,0,1066,543,288,170,85,3228,516,2712
41051008902,41, Oregon,051, Multnomah County,991,476,230,14,232,25,25,25,0,0,966,451,205,14,232,3331,400,2931
41051008903,41, Oregon,051, Multnomah County,1304,591,552,17,22,0,0,0,0,0,1304,591,552,17,22,3861,205,3656
41051008904,41, Oregon,051, Multnomah County,1283,671,491,34,146,210,174,117,0,57,1073,497,374,34,89,2997,391,2606
41051009001,41, Oregon,051, Multnomah County,1326,745,597,30,118,118,118,95,0,23,1208,627,502,30,95,3406,324,3082
41051009002,41, Oregon,051, Multnomah County,1083,794,326,61,407,108,108,0,0,108,975,686,326,61,299,3010,351,2659
41051009101,41, Oregon,051, Multnomah County,1350,645,439,0,206,266,201,75,0,126,1084,444,364,0,80,3943,538,3405
41051009102,41, Oregon,051, Multnomah County,1576,850,599,25,226,59,46,39,0,7,1517,804,560,25,219,4555,317,4238
41051009202,41, Oregon,051, Multnomah County,1394,876,515,89,272,296,237,131,55,51,1098,639,384,34,221,3946,883,3063
41051009203,41, Oregon,051, Multnomah County,752,361,243,0,118,150,17,17,0,0,602,344,226,0,118,2241,408,1833
41051009204,41, Oregon,051, Multnomah County,957,469,276,14,179,130,118,44,0,74,827,351,232,14,105,3129,662,2467
41051009301,41, Oregon,051, Multnomah County,944,429,236,68,125,153,142,29,15,98,791,287,207,53,27,3503,526,2977
41051009302,41, Oregon,051, Multnomah County,1065,408,228,48,132,108,87,12,0,75,957,321,216,48,57,3646,373,3273
41051009400,41, Oregon,051, Multnomah County,1548,544,353,139,52,48,31,24,0,7,1500,513,329,139,45,5537,672,4865
41051009501,41, Oregon,051, Multnomah County,1412,554,388,41,125,200,80,40,5,35,1212,474,348,36,90,3485,651,2834
41051009502,41, Oregon,051, Multnomah County,996,317,164,35,118,112,30,0,0,30,884,287,164,35,88,2682,375,2307
41051009603,41, Oregon,051, Multnomah County,884,508,313,27,168,176,148,80,0,68,708,360,233,27,100,2501,412,2089
41051009604,41, Oregon,051, Multnomah County,1543,629,363,55,211,161,99,23,4,72,1382,530,340,51,139,3703,344,3359
41051009605,41, Oregon,051, Multnomah County,1405,665,406,94,165,203,191,191,0,0,1202,474,215,94,165,4106,221,3885
41051009606,41, Oregon,051, Multnomah County,1012,555,313,30,212,228,151,48,0,103,784,404,265,30,109,3027,644,2383
41051009701,41, Oregon,051, Multnomah County,1125,584,347,105,132,224,92,54,0,38,901,492,293,105,94,3116,550,2566
41051009703,41, Oregon,051, Multnomah County,1168,461,285,64,112,52,26,0,0,26,1116,435,285,64,86,3389,247,3142
41051009704,41, Oregon,051, Multnomah County,982,681,401,102,178,196,196,23,20,153,786,485,378,82,25,2272,358,1914
41051009801,41, Oregon,051, Multnomah County,969,392,108,0,284,153,120,27,0,93,816,272,81,0,191,2624,374,2250
41051009803,41, Oregon,051, Multnomah County,1414,739,337,71,331,360,256,48,26,182,1054,483,289,45,149,4874,1280,3594
41051009804,41, Oregon,051, Multnomah County,812,300,160,20,120,106,91,30,0,61,706,209,130,20,59,2230,320,1910
41051009903,41, Oregon,051, Multnomah County,2120,671,631,18,22,0,0,0,0,0,2120,671,631,18,22,5976,77,5899
41051009904,41, Oregon,051, Multnomah County,916,493,359,39,95,13,0,0,0,0,903,493,359,39,95,2511,191,2320
41051009905,41, Oregon,051, Multnomah County,805,393,312,15,66,36,28,0,0,28,769,365,312,15,38,2308,104,2204
41051009906,41, Oregon,051, Multnomah County,1207,367,299,7,61,0,0,0,0,0,1207,367,299,7,61,3274,59,3215
41051009907,41, Oregon,051, Multnomah County,1614,553,410,49,94,97,53,26,13,14,1517,500,384,36,80,4337,391,3946
41051010001,41, Oregon,051, Multnomah County,1226,628,256,47,325,149,121,12,10,99,1077,507,244,37,226,4299,750,3549
41051010002,41, Oregon,051, Multnomah County,1480,789,316,0,473,50,31,0,0,31,1430,758,316,0,442,4017,218,3799
41051010101,41, Oregon,051, Multnomah County,1259,811,497,15,299,127,109,16,0,93,1132,702,481,15,206,4064,1043,3021
41051010102,41, Oregon,051, Multnomah County,928,358,254,72,32,0,0,0,0,0,928,358,254,72,32,3149,149,3000
41051010200,41, Oregon,051, Multnomah County,1957,1001,731,83,187,160,123,85,20,18,1797,878,646,63,169,4831,235,4596
41051010303,41, Oregon,051, Multnomah County,1274,662,497,123,42,107,93,67,26,0,1167,569,430,97,42,3837,208,3629
41051010304,41, Oregon,051, Multnomah County,968,625,311,32,282,224,224,52,0,172,744,401,259,32,110,2534,495,2039
41051010305,41, Oregon,051, Multnomah County,900,467,330,103,34,60,41,19,0,22,840,426,311,103,12,2441,197,2244
41051010306,41, Oregon,051, Multnomah County,1284,583,447,50,86,60,47,15,0,32,1224,536,432,50,54,3445,168,3277
41051010402,41, Oregon,051, Multnomah County,1570,824,638,83,103,22,22,0,0,22,1548,802,638,83,81,4467,279,4188
41051010405,41, Oregon,051, Multnomah County,1292,613,321,190,102,36,36,27,9,0,1256,577,294,181,102,4229,347,3882
41051010407,41, Oregon,051, Multnomah County,1367,609,406,78,125,51,33,0,0,33,1316,576,406,78,92,4062,308,3754
41051010408,41, Oregon,051, Multnomah County,1903,1207,783,46,378,333,304,37,13,254,1570,903,746,33,124,4504,488,4016
41051010410,41, Oregon,051, Multnomah County,1292,671,294,58,319,275,238,16,21,201,1017,433,278,37,118,3537,753,2784
41051010411,41, Oregon,051, Multnomah County,925,562,205,220,137,129,122,42,0,80,796,440,163,220,57,2365,397,1968
41051010412,41, Oregon,051, Multnomah County,775,355,299,0,56,26,26,26,0,0,749,329,273,0,56,2330,93,2237
41051010413,41, Oregon,051, Multnomah County,1551,1013,644,172,197,71,71,0,38,33,1480,942,644,134,164,3558,133,3425
41051010500,41, Oregon,051, Multnomah County,985,544,475,50,19,30,7,7,0,0,955,537,468,50,19,2881,218,2663
41051010601,41, Oregon,051, Multnomah County,201,9,9,0,0,0,0,0,0,0,201,9,9,0,0,1390,267,1123
41051010602,41, Oregon,051, Multnomah County,142,16,16,0,0,0,0,0,0,0,142,16,16,0,0,1528,702,826
41051980000,41, Oregon,051, Multnomah County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41057960101,41, Oregon,057, Tillamook County,691,48,11,14,23,16,9,4,0,5,675,39,7,14,18,1807,85,1722
41057960102,41, Oregon,057, Tillamook County,445,102,73,10,19,21,21,6,10,5,424,81,67,0,14,1429,81,1348
41057960200,41, Oregon,057, Tillamook County,675,248,182,26,40,52,26,2,0,24,623,222,180,26,16,2307,312,1995
41057960300,41, Oregon,057, Tillamook County,753,284,211,20,53,107,57,16,7,34,646,227,195,13,19,2228,364,1864
41057960401,41, Oregon,057, Tillamook County,828,371,167,119,85,83,70,0,70,0,745,301,167,49,85,2222,225,1997
41057960402,41, Oregon,057, Tillamook County,976,401,292,42,67,48,32,14,0,18,928,369,278,42,49,3018,282,2736
41057960500,41, Oregon,057, Tillamook County,566,287,59,31,197,25,25,0,19,6,541,262,59,12,191,1374,143,1231
41057960600,41, Oregon,057, Tillamook County,621,154,124,0,30,56,48,34,0,14,565,106,90,0,16,2055,301,1754
41057960700,41, Oregon,057, Tillamook County,923,324,251,0,73,72,42,42,0,0,851,282,209,0,73,2250,342,1908
41057960800,41, Oregon,057, Tillamook County,786,349,239,69,41,114,60,0,47,13,672,289,239,22,28,2220,332,1888
41057990100,41, Oregon,057, Tillamook County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41033360100,41, Oregon,033, Josephine County,572,115,54,6,55,94,45,11,0,34,478,70,43,6,21,1624,383,1241
41033360300,41, Oregon,033, Josephine County,1795,646,494,133,19,267,152,128,24,0,1528,494,366,109,19,4735,626,4109
41033360400,41, Oregon,033, Josephine County,1333,552,521,0,31,48,0,0,0,0,1285,552,521,0,31,3741,242,3499
41033360500,41, Oregon,033, Josephine County,1242,679,393,46,240,185,147,19,14,114,1057,532,374,32,126,4406,861,3545
41033360601,41, Oregon,033, Josephine County,656,392,152,101,139,118,101,0,51,50,538,291,152,50,89,2077,501,1576
41033360602,41, Oregon,033, Josephine County,925,287,187,26,74,35,19,19,0,0,890,268,168,26,74,2565,159,2406
41033360701,41, Oregon,033, Josephine County,1330,773,455,26,292,144,31,0,0,31,1186,742,455,26,261,3777,467,3310
41033360703,41, Oregon,033, Josephine County,727,286,158,73,55,4,4,4,0,0,723,282,154,73,55,2087,152,1935
41033360704,41, Oregon,033, Josephine County,788,399,159,154,86,77,77,0,0,77,711,322,159,154,9,2531,436,2095
41033360800,41, Oregon,033, Josephine County,1570,441,210,131,100,172,98,0,17,81,1398,343,210,114,19,4588,520,4068
41033360900,41, Oregon,033, Josephine County,665,217,160,40,17,122,23,11,12,0,543,194,149,28,17,2230,486,1744
41033361000,41, Oregon,033, Josephine County,1341,445,405,12,28,21,11,11,0,0,1320,434,394,12,28,4424,564,3860
41033361101,41, Oregon,033, Josephine County,1899,992,496,160,336,217,162,0,60,102,1682,830,496,100,234,4697,824,3873
41033361102,41, Oregon,033, Josephine County,1216,545,392,0,153,134,108,0,0,108,1082,437,392,0,45,3292,342,2950
41033361201,41, Oregon,033, Josephine County,1139,570,234,35,301,364,355,96,35,224,775,215,138,0,77,2757,599,2158
41033361202,41, Oregon,033, Josephine County,1050,517,387,46,84,112,70,59,0,11,938,447,328,46,73,2925,306,2619
41033361301,41, Oregon,033, Josephine County,1256,446,206,44,196,162,113,12,0,101,1094,333,194,44,95,3415,526,2889
41033361302,41, Oregon,033, Josephine County,725,178,154,24,0,34,0,0,0,0,691,178,154,24,0,2767,356,2411
41033361400,41, Oregon,033, Josephine County,618,225,107,21,97,27,13,0,0,13,591,212,107,21,84,2011,259,1752
41033361500,41, Oregon,033, Josephine County,701,250,245,5,0,72,24,24,0,0,629,226,221,5,0,1942,252,1690
41033361601,41, Oregon,033, Josephine County,1272,282,108,44,130,181,139,58,31,50,1091,143,50,13,80,3979,793,3186
41033361602,41, Oregon,033, Josephine County,648,322,270,0,52,135,85,53,0,32,513,237,217,0,20,2567,513,2054
41065970100,41, Oregon,065, Wasco County,930,345,284,28,33,22,22,22,0,0,908,323,262,28,33,2679,260,2419
41065970200,41, Oregon,065, Wasco County,617,318,222,17,79,19,9,9,0,0,598,309,213,17,79,2098,321,1777
41065970300,41, Oregon,065, Wasco County,788,360,259,52,49,6,6,6,0,0,782,354,253,52,49,2071,244,1827
41065970400,41, Oregon,065, Wasco County,780,429,273,44,112,62,55,21,0,34,718,374,252,44,78,2178,215,1963
41065970500,41, Oregon,065, Wasco County,943,416,215,75,126,114,114,16,0,98,829,302,199,75,28,2535,367,2168
41065970600,41, Oregon,065, Wasco County,721,260,224,26,10,29,20,9,11,0,692,240,215,15,10,2118,242,1876
41065970700,41, Oregon,065, Wasco County,474,172,128,24,20,7,0,0,0,0,467,172,128,24,20,1503,131,1372
41065970800,41, Oregon,065, Wasco County,1140,400,257,80,63,127,61,0,43,18,1013,339,257,37,45,3492,464,3028
41041950100,41, Oregon,041, Lincoln County,750,318,102,12,204,151,142,14,0,128,599,176,88,12,76,2181,350,1831
41041950303,41, Oregon,041, Lincoln County,533,219,133,56,30,23,8,6,0,2,510,211,127,56,28,1517,153,1364
41041950304,41, Oregon,041, Lincoln County,783,236,117,47,72,73,62,10,9,43,710,174,107,38,29,2471,234,2237
41041950401,41, Oregon,041, Lincoln County,586,161,95,5,61,66,40,30,0,10,520,121,65,5,51,1819,241,1578
41041950402,41, Oregon,041, Lincoln County,530,136,93,0,43,13,0,0,0,0,517,136,93,0,43,1844,199,1645
41041950601,41, Oregon,041, Lincoln County,802,168,81,20,67,34,34,0,9,25,768,134,81,11,42,2444,170,2274
41041950602,41, Oregon,041, Lincoln County,929,198,143,39,16,37,16,0,0,16,892,182,143,39,0,2791,250,2541
41041950800,41, Oregon,041, Lincoln County,951,348,176,17,155,165,83,9,0,74,786,265,167,17,81,2850,600,2250
41041950900,41, Oregon,041, Lincoln County,899,358,182,39,137,58,15,0,15,0,841,343,182,24,137,2684,392,2292
41041951000,41, Oregon,041, Lincoln County,398,82,37,14,31,11,1,0,0,1,387,81,37,14,30,1426,206,1220
41041951100,41, Oregon,041, Lincoln County,358,156,91,26,39,33,26,4,6,16,325,130,87,20,23,1381,253,1128
41041951200,41, Oregon,041, Lincoln County,688,175,79,0,96,4,0,0,0,0,684,175,79,0,96,1878,87,1791
41041951300,41, Oregon,041, Lincoln County,712,283,139,57,87,126,97,0,44,53,586,186,139,13,34,1843,268,1575
41041951400,41, Oregon,041, Lincoln County,769,368,182,43,143,145,145,11,0,134,624,223,171,43,9,2599,671,1928
41041951500,41, Oregon,041, Lincoln County,880,98,94,0,4,140,26,26,0,0,740,72,68,0,4,2530,471,2059
41041951600,41, Oregon,041, Lincoln County,1021,192,140,4,48,37,0,0,0,0,984,192,140,4,48,3323,337,2986
41041951700,41, Oregon,041, Lincoln County,425,84,42,27,15,35,12,0,4,8,390,72,42,23,7,1643,180,1463
41041951800,41, Oregon,041, Lincoln County,1025,447,253,43,151,134,129,52,0,77,891,318,201,43,74,3162,409,2753
41041990100,41, Oregon,041, Lincoln County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41047000200,41, Oregon,047, Marion County,576,161,43,49,69,71,0,0,0,0,505,161,43,49,69,2725,866,1859
41047000300,41, Oregon,047, Marion County,888,502,236,68,198,153,139,7,22,110,735,363,229,46,88,3217,595,2622
41047000400,41, Oregon,047, Marion County,1157,674,291,203,180,297,200,21,80,99,860,474,270,123,81,3755,739,3016
41047000501,41, Oregon,047, Marion County,793,476,347,54,75,87,64,25,26,13,706,412,322,28,62,2075,247,1828
41047000502,41, Oregon,047, Marion County,1242,956,556,196,204,402,395,210,11,174,840,561,346,185,30,3182,1043,2139
41047000600,41, Oregon,047, Marion County,1240,542,355,33,154,76,34,0,0,34,1164,508,355,33,120,3474,491,2983
41047000702,41, Oregon,047, Marion County,769,405,161,53,191,76,66,0,0,66,693,339,161,53,125,2032,367,1665
41047000703,41, Oregon,047, Marion County,575,345,193,36,116,62,29,11,0,18,513,316,182,36,98,1671,265,1406
41047000900,41, Oregon,047, Marion County,967,339,212,51,76,142,46,8,0,38,825,293,204,51,38,4366,787,3579
41047001000,41, Oregon,047, Marion County,1050,606,346,72,188,199,191,88,53,50,851,415,258,19,138,3014,601,2413
41047001100,41, Oregon,047, Marion County,1220,543,454,23,66,24,16,0,0,16,1196,527,454,23,50,4220,303,3917
41047001200,41, Oregon,047, Marion County,996,426,118,37,271,139,121,0,27,94,857,305,118,10,177,3014,421,2593
41047001300,41, Oregon,047, Marion County,1232,533,350,32,151,95,73,8,7,58,1137,460,342,25,93,3443,285,3158
41047001401,41, Oregon,047, Marion County,1601,613,328,67,218,70,38,24,0,14,1531,575,304,67,204,4358,293,4065
41047001402,41, Oregon,047, Marion County,1484,572,441,13,118,137,79,33,0,46,1347,493,408,13,72,4205,665,3540
41047001501,41, Oregon,047, Marion County,1182,580,336,49,195,45,37,7,14,16,1137,543,329,35,179,3280,251,3029
41047001502,41, Oregon,047, Marion County,1429,735,504,91,140,170,104,23,48,33,1259,631,481,43,107,3968,439,3529
41047001503,41, Oregon,047, Marion County,1156,565,266,29,270,182,130,30,0,100,974,435,236,29,170,3471,538,2933
41047001601,41, Oregon,047, Marion County,1749,712,247,29,436,186,101,0,0,101,1563,611,247,29,335,5047,575,4472
41047001603,41, Oregon,047, Marion County,1892,841,637,91,113,52,37,0,11,26,1840,804,637,80,87,5681,219,5462
41047001605,41, Oregon,047, Marion County,1005,801,298,189,314,475,475,208,74,193,530,326,90,115,121,2359,887,1472
41047001606,41, Oregon,047, Marion County,1373,978,704,191,83,178,178,58,102,18,1195,800,646,89,65,2859,134,2725
41047001607,41, Oregon,047, Marion County,1012,823,358,126,339,311,289,61,92,136,701,534,297,34,203,2072,395,1677
41047001608,41, Oregon,047, Marion County,1186,579,395,26,158,159,83,21,17,45,1027,496,374,9,113,3113,304,2809
41047001701,41, Oregon,047, Marion County,1371,766,481,151,134,94,49,35,14,0,1277,717,446,137,134,3815,718,3097
41047001702,41, Oregon,047, Marion County,1353,631,507,33,91,131,131,110,4,17,1222,500,397,29,74,3242,298,2944
41047001703,41, Oregon,047, Marion County,1317,523,337,128,58,54,47,0,41,6,1263,476,337,87,52,3824,319,3505
41047001801,41, Oregon,047, Marion County,1447,698,341,90,267,176,176,63,0,113,1271,522,278,90,154,4106,532,3574
41047001802,41, Oregon,047, Marion County,2181,1192,721,88,383,202,161,28,38,95,1979,1031,693,50,288,5907,712,5195
41047001803,41, Oregon,047, Marion County,746,181,102,0,79,64,36,0,0,36,682,145,102,0,43,2210,181,2029
41047002001,41, Oregon,047, Marion County,1483,796,653,0,143,64,64,0,0,64,1419,732,653,0,79,4114,402,3712
41047002002,41, Oregon,047, Marion County,1501,589,391,71,127,92,55,0,30,25,1409,534,391,41,102,3639,301,3338
41047002101,41, Oregon,047, Marion County,456,180,103,53,24,63,19,9,0,10,393,161,94,53,14,1811,214,1597
41047002102,41, Oregon,047, Marion County,1742,730,438,47,245,150,150,0,33,117,1592,580,438,14,128,5528,550,4978
41047002201,41, Oregon,047, Marion County,744,284,188,13,83,17,11,0,0,11,727,273,188,13,72,1881,76,1805
41047002202,41, Oregon,047, Marion County,1693,802,451,81,270,174,149,0,17,132,1519,653,451,64,138,5199,724,4475
41047002301,41, Oregon,047, Marion County,1027,446,283,13,150,100,86,0,13,73,927,360,283,0,77,2942,235,2707
41047002303,41, Oregon,047, Marion County,2037,1118,621,165,332,215,157,78,0,79,1822,961,543,165,253,5519,676,4843
41047002304,41, Oregon,047, Marion County,1733,763,443,95,225,55,25,25,0,0,1678,738,418,95,225,5090,382,4708
41047002400,41, Oregon,047, Marion County,1166,537,449,41,47,30,27,0,0,27,1136,510,449,41,20,3043,63,2980
41047002502,41, Oregon,047, Marion County,1522,716,442,154,120,104,76,11,28,37,1418,640,431,126,83,3930,465,3465
41047002503,41, Oregon,047, Marion County,1439,739,402,223,114,0,0,0,0,0,1439,739,402,223,114,3822,219,3603
41047002504,41, Oregon,047, Marion County,1232,609,549,38,22,0,0,0,0,0,1232,609,549,38,22,2841,13,2828
41047002600,41, Oregon,047, Marion County,551,174,169,5,0,13,0,0,0,0,538,174,169,5,0,1304,55,1249
41047002701,41, Oregon,047, Marion County,1701,554,487,22,45,15,15,10,0,5,1686,539,477,22,40,4526,337,4189
41047002702,41, Oregon,047, Marion County,1047,443,401,42,0,43,0,0,0,0,1004,443,401,42,0,2955,196,2759
41047002800,41, Oregon,047, Marion County,1153,535,419,59,57,86,71,66,0,5,1067,464,353,59,52,3591,266,3325
41047010100,41, Oregon,047, Marion County,339,168,137,15,16,46,45,29,0,16,293,123,108,15,0,977,54,923
41047010201,41, Oregon,047, Marion County,664,199,175,0,24,24,23,16,0,7,640,176,159,0,17,2003,136,1867
41047010202,41, Oregon,047, Marion County,2125,879,583,46,250,118,99,49,10,40,2007,780,534,36,210,5349,306,5043
41047010303,41, Oregon,047, Marion County,1001,575,408,100,67,71,42,20,0,22,930,533,388,100,45,2679,185,2494
41047010304,41, Oregon,047, Marion County,1652,968,606,225,137,285,285,69,179,37,1367,683,537,46,100,3167,353,2814
41047010305,41, Oregon,047, Marion County,894,495,339,66,90,162,124,63,32,29,732,371,276,34,61,2337,364,1973
41047010307,41, Oregon,047, Marion County,1645,558,312,149,97,6,6,0,0,6,1639,552,312,149,91,5132,293,4839
41047010308,41, Oregon,047, Marion County,854,511,370,67,74,45,45,0,0,45,809,466,370,67,29,2649,246,2403
41047010309,41, Oregon,047, Marion County,1366,835,411,273,151,189,160,138,0,22,1177,675,273,273,129,2228,426,1802
41047010400,41, Oregon,047, Marion County,1107,583,412,37,134,98,49,0,11,38,1009,534,412,26,96,3003,518,2485
41047010501,41, Oregon,047, Marion County,1586,720,637,38,45,29,0,0,0,0,1557,720,637,38,45,3991,172,3819
41047010502,41, Oregon,047, Marion County,1438,692,386,75,231,111,80,63,0,17,1327,612,323,75,214,4505,712,3793
41047010503,41, Oregon,047, Marion County,975,523,367,64,92,19,15,0,8,7,956,508,367,56,85,2648,163,2485
41047010600,41, Oregon,047, Marion County,655,173,142,19,12,78,31,10,9,12,577,142,132,10,0,1779,257,1522
41047010701,41, Oregon,047, Marion County,2337,1237,967,46,224,147,95,27,21,47,2190,1142,940,25,177,5986,565,5421
41047010702,41, Oregon,047, Marion County,1871,878,623,81,174,53,33,17,0,16,1818,845,606,81,158,5374,489,4885
41047010801,41, Oregon,047, Marion County,1813,882,788,0,94,100,69,0,0,69,1713,813,788,0,25,4927,224,4703
41047010802,41, Oregon,047, Marion County,1686,772,540,128,104,87,56,0,30,26,1599,716,540,98,78,4554,212,4342
41067030103,41, Oregon,067, Washington County,1162,344,173,10,161,30,10,0,10,0,1132,334,173,0,161,3852,331,3521
41067030104,41, Oregon,067, Washington County,986,480,378,0,102,0,0,0,0,0,986,480,378,0,102,3163,126,3037
41067030105,41, Oregon,067, Washington County,914,366,184,47,135,41,41,0,0,41,873,325,184,47,94,2335,76,2259
41067030106,41, Oregon,067, Washington County,1193,762,660,43,59,0,0,0,0,0,1193,762,660,43,59,3076,76,3000
41067030200,41, Oregon,067, Washington County,1497,778,632,73,73,39,39,0,0,39,1458,739,632,73,34,4847,328,4519
41067030300,41, Oregon,067, Washington County,1315,553,504,7,42,23,0,0,0,0,1292,553,504,7,42,3563,147,3416
41067030401,41, Oregon,067, Washington County,1118,675,493,76,106,0,0,0,0,0,1118,675,493,76,106,3207,98,3109
41067030402,41, Oregon,067, Washington County,1168,476,455,0,21,17,0,0,0,0,1151,476,455,0,21,3622,295,3327
41067030501,41, Oregon,067, Washington County,1237,539,340,8,191,86,60,0,0,60,1151,479,340,8,131,4160,411,3749
41067030502,41, Oregon,067, Washington County,1007,388,249,88,51,48,48,13,35,0,959,340,236,53,51,3440,245,3195
41067030600,41, Oregon,067, Washington County,1564,763,566,57,140,143,125,7,42,76,1421,638,559,15,64,4121,337,3784
41067030700,41, Oregon,067, Washington County,295,112,52,15,45,45,34,8,0,26,250,78,44,15,19,1170,231,939
41067030801,41, Oregon,067, Washington County,1528,807,631,141,35,148,90,31,42,17,1380,717,600,99,18,4830,462,4368
41067030803,41, Oregon,067, Washington County,1605,496,270,117,109,162,98,39,59,0,1443,398,231,58,109,4729,351,4378
41067030805,41, Oregon,067, Washington County,1006,306,166,24,116,88,83,0,0,83,918,223,166,24,33,3232,346,2886
41067030806,41, Oregon,067, Washington County,796,379,285,67,27,50,23,0,23,0,746,356,285,44,27,2116,184,1932
41067030900,41, Oregon,067, Washington County,1367,556,274,64,218,127,127,0,16,111,1240,429,274,48,107,4259,429,3830
41067031005,41, Oregon,067, Washington County,1239,719,409,77,233,207,207,50,0,157,1032,512,359,77,76,3707,552,3155
41067031007,41, Oregon,067, Washington County,891,257,233,0,24,28,0,0,0,0,863,257,233,0,24,2375,247,2128
41067031008,41, Oregon,067, Washington County,1180,453,338,47,68,66,45,25,0,20,1114,408,313,47,48,3530,217,3313
41067031009,41, Oregon,067, Washington County,1383,586,437,63,86,14,14,0,14,0,1369,572,437,49,86,3691,153,3538
41067031010,41, Oregon,067, Washington County,521,198,198,0,0,0,0,0,0,0,521,198,198,0,0,1905,131,1774
41067031011,41, Oregon,067, Washington County,714,452,107,96,249,53,53,23,0,30,661,399,84,96,219,2207,290,1917
41067031012,41, Oregon,067, Washington County,623,238,213,0,25,95,47,41,0,6,528,191,172,0,19,2461,247,2214
41067031100,41, Oregon,067, Washington County,629,242,175,8,59,46,46,0,0,46,583,196,175,8,13,2146,385,1761
41067031201,41, Oregon,067, Washington County,761,278,73,0,205,196,196,18,0,178,565,82,55,0,27,2459,253,2206
41067031202,41, Oregon,067, Washington County,1123,618,246,72,300,149,86,35,0,51,974,532,211,72,249,2728,475,2253
41067031301,41, Oregon,067, Washington County,532,185,163,16,6,59,50,50,0,0,473,135,113,16,6,2201,243,1958
41067031302,41, Oregon,067, Washington County,936,536,318,27,191,84,84,0,0,84,852,452,318,27,107,2921,117,2804
41067031402,41, Oregon,067, Washington County,643,199,74,40,85,54,11,0,0,11,589,188,74,40,74,2145,275,1870
41067031403,41, Oregon,067, Washington County,1134,430,393,0,37,103,81,81,0,0,1031,349,312,0,37,3448,330,3118
41067031404,41, Oregon,067, Washington County,1408,644,451,45,148,43,18,18,0,0,1365,626,433,45,148,3825,132,3693
41067031504,41, Oregon,067, Washington County,1997,801,508,84,209,111,25,0,25,0,1886,776,508,59,209,5421,189,5232
41067031506,41, Oregon,067, Washington County,930,460,290,66,104,27,18,0,0,18,903,442,290,66,86,2485,90,2395
41067031507,41, Oregon,067, Washington County,1421,821,682,0,139,264,215,187,0,28,1157,606,495,0,111,3494,261,3233
41067031509,41, Oregon,067, Washington County,2758,1749,1451,77,221,183,115,66,39,10,2575,1634,1385,38,211,4983,376,4607
41067031511,41, Oregon,067, Washington County,799,441,373,50,18,20,20,13,0,7,779,421,360,50,11,1803,55,1748
41067031514,41, Oregon,067, Washington County,1988,960,794,19,147,57,16,16,0,0,1931,944,778,19,147,4676,227,4449
41067031515,41, Oregon,067, Washington County,1530,978,810,31,137,23,0,0,0,0,1507,978,810,31,137,3231,78,3153
41067031516,41, Oregon,067, Washington County,1090,580,522,30,28,33,29,11,18,0,1057,551,511,12,28,2642,113,2529
41067031517,41, Oregon,067, Washington County,1276,869,709,70,90,120,120,58,14,48,1156,749,651,56,42,2470,98,2372
41067031518,41, Oregon,067, Washington County,970,507,406,48,53,0,0,0,0,0,970,507,406,48,53,2327,9,2318
41067031519,41, Oregon,067, Washington County,2022,1271,1190,81,0,10,0,0,0,0,2012,1271,1190,81,0,3928,53,3875
41067031520,41, Oregon,067, Washington County,2025,1485,1241,184,60,0,0,0,0,0,2025,1485,1241,184,60,3938,189,3749
41067031606,41, Oregon,067, Washington County,1321,565,330,77,158,43,43,25,18,0,1278,522,305,59,158,4240,192,4048
41067031612,41, Oregon,067, Washington County,1099,611,187,201,223,142,142,58,0,84,957,469,129,201,139,3350,402,2948
41067031614,41, Oregon,067, Washington County,1416,860,670,129,61,53,18,18,0,0,1363,842,652,129,61,4288,591,3697
41067031615,41, Oregon,067, Washington County,1074,447,388,0,59,32,32,0,0,32,1042,415,388,0,27,3260,105,3155
41067031616,41, Oregon,067, Washington County,717,350,287,52,11,12,12,12,0,0,705,338,275,52,11,2632,192,2440
41067031617,41, Oregon,067, Washington County,1457,618,387,96,135,222,137,0,80,57,1235,481,387,16,78,3758,507,3251
41067031618,41, Oregon,067, Washington County,1435,665,442,104,119,34,0,0,0,0,1401,665,442,104,119,3597,151,3446
41067031619,41, Oregon,067, Washington County,1172,576,275,243,58,50,50,50,0,0,1122,526,225,243,58,2627,284,2343
41067031620,41, Oregon,067, Washington County,764,333,213,0,120,12,12,0,0,12,752,321,213,0,108,2783,153,2630
41067031621,41, Oregon,067, Washington County,1035,306,213,19,74,6,0,0,0,0,1029,306,213,19,74,2799,128,2671
