Year,Month,State,County,Rate
2011,September,Oregon,Coos County,10.7
2011,September,Oregon,Lake County,11.0
2011,September,Oregon,Washington County,7.3
2011,September,Oregon,Douglas County,11.7
2011,September,Oregon,Clackamas County,8.3
2011,September,Oregon,Sherman County,9.6
2011,September,Oregon,Crook County,12.5
2011,September,Oregon,Gilliam County,9.7
2011,September,Oregon,Harney County,11.1
2011,September,Oregon,Deschutes County,11.1
2011,September,Oregon,Columbia County,10.6
2011,September,Oregon,Wheeler County,7.9
2011,September,Oregon,Grant County,10.1
2011,September,Oregon,Wallowa County,8.5
2011,September,Oregon,Lane County,9.2
2011,September,Oregon,Multnomah County,8.0
2011,April,Oregon,Polk County,9.1
2011,April,Oregon,Yamhill County,9.3
2011,April,Oregon,Jefferson County,12.2
2011,April,Oregon,Josephine County,12.5
2011,April,Oregon,Hood River County,8.8
2011,April,Oregon,Klamath County,12.0
2011,April,Oregon,Baker County,10.8
2011,April,Oregon,Curry County,12.0
2011,April,Oregon,Linn County,11.1
2011,April,Oregon,Umatilla County,9.4
2011,April,Oregon,Lincoln County,10.2
2011,April,Oregon,Jackson County,12.1
2011,April,Oregon,Marion County,10.5
2011,April,Oregon,Tillamook County,10.0
2011,April,Oregon,Wasco County,9.1
2011,April,Oregon,Morrow County,7.9
2011,April,Oregon,Malheur County,9.1
2011,April,Oregon,Clatsop County,9.6
2011,April,Oregon,Benton County,6.3
2011,April,Oregon,Union County,10.2
2011,April,Oregon,Coos County,11.5
2011,April,Oregon,Lake County,14.7
2011,April,Oregon,Washington County,7.6
2011,April,Oregon,Douglas County,12.5
2011,April,Oregon,Clackamas County,8.8
2011,April,Oregon,Sherman County,10.8
2011,April,Oregon,Crook County,14.4
2011,April,Oregon,Gilliam County,8.9
2011,April,Oregon,Harney County,14.0
2011,April,Oregon,Deschutes County,12.2
2011,April,Oregon,Columbia County,11.2
2011,April,Oregon,Wheeler County,8.5
2011,April,Oregon,Grant County,14.8
2011,April,Oregon,Wallowa County,14.3
2011,April,Oregon,Lane County,9.6
2011,April,Oregon,Multnomah County,8.2
2011,December,Oregon,Polk County,9.1
2011,December,Oregon,Yamhill County,8.7
2011,December,Oregon,Jefferson County,13.4
2011,December,Oregon,Josephine County,12.2
2011,December,Oregon,Hood River County,7.6
2011,December,Oregon,Klamath County,12.3
2011,December,Oregon,Baker County,12.1
2011,December,Oregon,Curry County,12.3
2011,December,Oregon,Linn County,11.0
2011,December,Oregon,Umatilla County,9.9
2011,December,Oregon,Lincoln County,11.0
2011,December,Oregon,Jackson County,11.0
2011,December,Oregon,Marion County,10.3
2011,December,Oregon,Tillamook County,10.0
2011,December,Oregon,Wasco County,9.5
2011,December,Oregon,Morrow County,8.5
2011,December,Oregon,Malheur County,9.4
2011,December,Oregon,Clatsop County,9.4
2011,December,Oregon,Benton County,5.9
2011,December,Oregon,Union County,9.9
2011,December,Oregon,Coos County,11.1
2011,December,Oregon,Lake County,14.5
2011,December,Oregon,Washington County,7.2
2011,December,Oregon,Douglas County,12.3
2011,December,Oregon,Clackamas County,8.2
2011,December,Oregon,Sherman County,12.4
2011,December,Oregon,Crook County,14.7
2011,December,Oregon,Gilliam County,9.5
2011,December,Oregon,Harney County,13.2
2011,December,Oregon,Deschutes County,12.3
2011,December,Oregon,Columbia County,10.6
2011,December,Oregon,Wheeler County,8.0
2011,December,Oregon,Grant County,15.7
2011,December,Oregon,Wallowa County,12.6
2011,December,Oregon,Lane County,9.1
2011,December,Oregon,Multnomah County,7.7
2011,July,Oregon,Polk County,9.6
2011,July,Oregon,Yamhill County,9.4
2011,July,Oregon,Jefferson County,11.9
2011,July,Oregon,Josephine County,12.6
2011,July,Oregon,Hood River County,7.7
2011,July,Oregon,Klamath County,11.6
2011,July,Oregon,Baker County,10.0
2011,July,Oregon,Curry County,11.6
2011,July,Oregon,Linn County,11.6
2011,July,Oregon,Umatilla County,9.1
2011,July,Oregon,Lincoln County,10.0
2011,July,Oregon,Jackson County,12.1
2011,July,Oregon,Marion County,10.4
2011,July,Oregon,Tillamook County,9.3
2011,July,Oregon,Wasco County,5.8
2011,July,Oregon,Morrow County,8.1
2011,July,Oregon,Malheur County,11.9
2011,July,Oregon,Clatsop County,8.8
2011,July,Oregon,Benton County,7.2
2011,July,Oregon,Union County,9.6
2011,July,Oregon,Coos County,11.7
2011,July,Oregon,Lake County,11.4
2011,July,Oregon,Washington County,7.9
2011,July,Oregon,Douglas County,12.5
2011,July,Oregon,Clackamas County,9.0
2011,July,Oregon,Sherman County,10.6
2011,July,Oregon,Crook County,13.1
2011,July,Oregon,Gilliam County,9.6
2011,July,Oregon,Harney County,11.9
2011,July,Oregon,Deschutes County,11.5
2011,July,Oregon,Columbia County,11.4
2011,July,Oregon,Wheeler County,9.4
2011,July,Oregon,Grant County,11.1
2011,July,Oregon,Wallowa County,9.3
2011,July,Oregon,Lane County,10.0
2011,July,Oregon,Multnomah County,8.4
2011,November,Oregon,Polk County,8.6
2011,November,Oregon,Yamhill County,8.5
2011,November,Oregon,Jefferson County,12.7
2011,November,Oregon,Josephine County,11.8
2011,November,Oregon,Hood River County,7.5
2011,November,Oregon,Klamath County,11.5
2011,November,Oregon,Baker County,10.4
2011,November,Oregon,Curry County,12.2
2011,November,Oregon,Linn County,10.9
2011,November,Oregon,Umatilla County,8.8
2011,November,Oregon,Lincoln County,10.5
2011,November,Oregon,Jackson County,10.6
2011,November,Oregon,Marion County,9.9
2011,November,Oregon,Tillamook County,9.5
2011,November,Oregon,Wasco County,8.9
2011,November,Oregon,Morrow County,8.0
2011,November,Oregon,Malheur County,8.3
2011,November,Oregon,Clatsop County,8.9
2011,November,Oregon,Benton County,5.7
2011,November,Oregon,Union County,9.3
2011,November,Oregon,Coos County,11.3
2011,November,Oregon,Lake County,12.9
2011,November,Oregon,Washington County,7.1
2011,November,Oregon,Douglas County,12.2
2011,November,Oregon,Clackamas County,8.2
2011,November,Oregon,Sherman County,11.7
2011,November,Oregon,Crook County,13.9
2011,November,Oregon,Gilliam County,10.1
2011,November,Oregon,Harney County,12.0
2011,November,Oregon,Deschutes County,11.9
2011,November,Oregon,Columbia County,10.5
2011,November,Oregon,Wheeler County,7.2
2011,November,Oregon,Grant County,12.9
2011,November,Oregon,Wallowa County,11.1
2011,November,Oregon,Lane County,9.0
2011,November,Oregon,Multnomah County,7.8
2010,February,Oregon,Polk County,10.8
2010,February,Oregon,Yamhill County,11.6
2010,February,Oregon,Jefferson County,16.6
2010,February,Oregon,Josephine County,15.6
2010,February,Oregon,Hood River County,9.5
2010,February,Oregon,Klamath County,15.5
2010,February,Oregon,Baker County,13.1
2010,February,Oregon,Curry County,13.8
2010,February,Oregon,Linn County,14.3
2010,February,Oregon,Umatilla County,12.8
2010,February,Oregon,Lincoln County,12.3
2010,February,Oregon,Jackson County,13.8
2010,February,Oregon,Marion County,12.3
2010,February,Oregon,Tillamook County,11.8
2010,February,Oregon,Wasco County,11.6
2010,February,Oregon,Morrow County,11.7
2010,February,Oregon,Malheur County,11.3
2010,February,Oregon,Clatsop County,11.8
2010,February,Oregon,Benton County,7.7
2010,February,Oregon,Union County,12.0
2010,February,Oregon,Coos County,13.8
2010,February,Oregon,Lake County,16.2
2010,February,Oregon,Washington County,9.9
2010,February,Oregon,Douglas County,15.7
2010,February,Oregon,Clackamas County,11.0
2010,February,Oregon,Sherman County,15.8
2010,February,Oregon,Crook County,18.9
2010,February,Oregon,Gilliam County,11.6
2010,February,Oregon,Harney County,18.4
2010,February,Oregon,Deschutes County,16.3
2010,February,Oregon,Columbia County,14.4
2010,February,Oregon,Wheeler County,10.6
2010,February,Oregon,Grant County,16.8
2010,February,Oregon,Wallowa County,17.8
2010,February,Oregon,Lane County,12.2
2010,February,Oregon,Multnomah County,10.5
2010,October,Oregon,Polk County,9.0
2010,October,Oregon,Yamhill County,9.4
2010,October,Oregon,Jefferson County,12.2
2010,October,Oregon,Josephine County,12.8
2010,October,Oregon,Hood River County,6.2
2010,October,Oregon,Klamath County,11.2
2010,October,Oregon,Baker County,8.8
2010,October,Oregon,Curry County,11.3
2010,October,Oregon,Linn County,11.9
2010,October,Oregon,Umatilla County,8.1
2010,October,Oregon,Lincoln County,10.3
2010,October,Oregon,Jackson County,11.0
2010,October,Oregon,Marion County,10.1
2010,October,Oregon,Tillamook County,9.7
2010,October,Oregon,Wasco County,9.3
2010,October,Oregon,Morrow County,7.5
2010,October,Oregon,Malheur County,7.9
2010,October,Oregon,Clatsop County,9.4
2010,October,Oregon,Benton County,6.4
2010,October,Oregon,Union County,9.0
2010,October,Oregon,Coos County,11.8
2010,October,Oregon,Lake County,11.8
2010,October,Oregon,Washington County,8.2
2010,October,Oregon,Douglas County,12.8
2010,October,Oregon,Clackamas County,9.3
2010,October,Oregon,Sherman County,10.3
2010,October,Oregon,Crook County,14.4
2010,October,Oregon,Gilliam County,7.3
2010,October,Oregon,Harney County,12.3
2010,October,Oregon,Deschutes County,12.6
2010,October,Oregon,Columbia County,11.7
2010,October,Oregon,Wheeler County,8.9
2010,October,Oregon,Grant County,11.1
2010,October,Oregon,Wallowa County,10.1
2010,October,Oregon,Lane County,10.1
2010,October,Oregon,Multnomah County,8.9
2010,March,Oregon,Polk County,10.9
2010,March,Oregon,Yamhill County,11.6
2010,March,Oregon,Jefferson County,15.8
2010,March,Oregon,Josephine County,15.5
2010,March,Oregon,Hood River County,9.3
2010,March,Oregon,Klamath County,14.9
2010,March,Oregon,Baker County,12.2
2010,March,Oregon,Curry County,14.3
2010,March,Oregon,Linn County,14.1
2010,March,Oregon,Umatilla County,12.2
2010,March,Oregon,Lincoln County,12.3
2010,March,Oregon,Jackson County,13.9
2010,March,Oregon,Marion County,12.3
2010,March,Oregon,Tillamook County,11.8
2010,March,Oregon,Wasco County,11.2
2010,March,Oregon,Morrow County,10.9
2010,March,Oregon,Malheur County,10.8
2010,March,Oregon,Clatsop County,11.8
2010,March,Oregon,Benton County,8.1
2010,March,Oregon,Union County,12.1
2010,March,Oregon,Coos County,14.0
2010,March,Oregon,Lake County,15.9
2010,March,Oregon,Washington County,10.0
2010,March,Oregon,Douglas County,15.4
2010,March,Oregon,Clackamas County,11.1
2010,March,Oregon,Sherman County,13.7
2010,March,Oregon,Crook County,17.9
2010,March,Oregon,Gilliam County,10.8
2010,March,Oregon,Harney County,17.4
2010,March,Oregon,Deschutes County,15.7
2010,March,Oregon,Columbia County,14.2
2010,March,Oregon,Wheeler County,9.9
2010,March,Oregon,Grant County,16.7
2010,March,Oregon,Wallowa County,17.7
2010,March,Oregon,Lane County,12.2
2010,March,Oregon,Multnomah County,10.6
2010,August,Oregon,Polk County,9.4
2010,August,Oregon,Yamhill County,10.1
2010,August,Oregon,Jefferson County,12.5
2010,August,Oregon,Josephine County,13.6
2010,August,Oregon,Hood River County,8.2
2010,August,Oregon,Klamath County,11.8
2010,August,Oregon,Baker County,8.6
2010,August,Oregon,Curry County,11.5
2010,August,Oregon,Linn County,12.3
2010,August,Oregon,Umatilla County,9.1
2010,August,Oregon,Lincoln County,9.9
2010,August,Oregon,Jackson County,12.4
2010,August,Oregon,Marion County,10.6
2010,August,Oregon,Tillamook County,9.6
2010,August,Oregon,Wasco County,8.5
2010,August,Oregon,Morrow County,8.3
2010,August,Oregon,Malheur County,9.3
2010,August,Oregon,Clatsop County,8.7
2010,August,Oregon,Benton County,7.2
2010,August,Oregon,Union County,9.2
2010,August,Oregon,Coos County,12.2
2010,August,Oregon,Lake County,11.4
2010,August,Oregon,Washington County,8.8
2010,August,Oregon,Douglas County,13.7
2010,August,Oregon,Clackamas County,9.8
2010,August,Oregon,Sherman County,10.5
2010,August,Oregon,Crook County,14.8
2010,August,Oregon,Gilliam County,7.7
2010,August,Oregon,Harney County,12.0
2010,August,Oregon,Deschutes County,12.5
2010,August,Oregon,Columbia County,12.4
2010,August,Oregon,Wheeler County,9.4
2010,August,Oregon,Grant County,10.8
2010,August,Oregon,Wallowa County,9.2
2010,August,Oregon,Lane County,10.8
2010,August,Oregon,Multnomah County,9.5
2010,May,Oregon,Polk County,9.4
2010,May,Oregon,Yamhill County,10.2
2010,May,Oregon,Jefferson County,12.7
2010,May,Oregon,Josephine County,13.7
2010,May,Oregon,Hood River County,9.2
2010,May,Oregon,Klamath County,12.3
2010,May,Oregon,Baker County,9.2
2010,May,Oregon,Curry County,12.2
2010,May,Oregon,Linn County,12.5
2010,May,Oregon,Umatilla County,9.9
2010,May,Oregon,Lincoln County,10.5
2010,May,Oregon,Jackson County,12.4
2010,May,Oregon,Marion County,11.0
2010,May,Oregon,Tillamook County,9.7
2010,May,Oregon,Wasco County,9.3
2010,May,Oregon,Morrow County,8.9
2010,May,Oregon,Malheur County,9.6
2010,May,Oregon,Clatsop County,9.4
2010,May,Oregon,Benton County,6.7
2010,May,Oregon,Union County,9.6
2010,May,Oregon,Coos County,12.2
2010,May,Oregon,Lake County,13.5
2010,May,Oregon,Washington County,8.9
2010,May,Oregon,Douglas County,13.5
2010,May,Oregon,Clackamas County,10.0
2010,May,Oregon,Sherman County,11.3
2010,May,Oregon,Crook County,15.1
2010,May,Oregon,Gilliam County,8.6
2010,May,Oregon,Harney County,13.6
2010,May,Oregon,Deschutes County,13.5
2010,May,Oregon,Columbia County,12.7
2010,May,Oregon,Wheeler County,8.4
2010,May,Oregon,Grant County,13.4
2010,May,Oregon,Wallowa County,13.1
2010,May,Oregon,Lane County,10.7
2010,May,Oregon,Multnomah County,9.6
2010,January,Oregon,Polk County,10.8
2010,January,Oregon,Yamhill County,11.9
2010,January,Oregon,Jefferson County,16.2
2010,January,Oregon,Josephine County,15.6
2010,January,Oregon,Hood River County,9.5
2010,January,Oregon,Klamath County,15.3
2010,January,Oregon,Baker County,13.3
2010,January,Oregon,Curry County,14.4
2010,January,Oregon,Linn County,14.1
2010,January,Oregon,Umatilla County,12.7
2010,January,Oregon,Lincoln County,12.6
2010,January,Oregon,Jackson County,13.8
2010,January,Oregon,Marion County,12.2
2010,January,Oregon,Tillamook County,12.1
2010,January,Oregon,Wasco County,12.2
2010,January,Oregon,Morrow County,11.6
2010,January,Oregon,Malheur County,11.2
2010,January,Oregon,Clatsop County,11.9
2010,January,Oregon,Benton County,7.7
2010,January,Oregon,Union County,12.0
2010,January,Oregon,Coos County,14.1
2010,January,Oregon,Lake County,16.1
2010,January,Oregon,Washington County,9.9
2010,January,Oregon,Douglas County,15.5
2010,January,Oregon,Clackamas County,11.0
2010,January,Oregon,Sherman County,15.8
2010,January,Oregon,Crook County,18.4
2010,January,Oregon,Gilliam County,11.2
2010,January,Oregon,Harney County,18.1
2010,January,Oregon,Deschutes County,15.9
2010,January,Oregon,Columbia County,14.3
2010,January,Oregon,Wheeler County,10.9
2010,January,Oregon,Grant County,16.7
2010,January,Oregon,Wallowa County,16.5
2010,January,Oregon,Lane County,12.2
2010,January,Oregon,Multnomah County,10.6
2010,June,Oregon,Polk County,9.5
2010,June,Oregon,Yamhill County,10.5
2010,June,Oregon,Jefferson County,12.4
2010,June,Oregon,Josephine County,13.9
2010,June,Oregon,Hood River County,8.9
2010,June,Oregon,Klamath County,12.3
2010,June,Oregon,Baker County,9.3
2010,June,Oregon,Curry County,12.5
2010,June,Oregon,Linn County,12.9
2010,June,Oregon,Umatilla County,9.6
2010,June,Oregon,Lincoln County,10.7
2010,June,Oregon,Jackson County,12.7
2010,June,Oregon,Marion County,11.2
2010,June,Oregon,Tillamook County,10.0
2010,June,Oregon,Wasco County,9.2
2010,June,Oregon,Morrow County,8.7
2010,June,Oregon,Malheur County,9.9
2010,June,Oregon,Clatsop County,9.3
2010,June,Oregon,Benton County,7.0
2010,June,Oregon,Union County,9.9
2010,June,Oregon,Coos County,12.8
2010,June,Oregon,Lake County,13.0
2010,June,Oregon,Washington County,9.0
2010,June,Oregon,Douglas County,13.9
2010,June,Oregon,Clackamas County,10.2
2010,June,Oregon,Sherman County,10.5
2010,June,Oregon,Crook County,15.2
2010,June,Oregon,Gilliam County,8.9
2010,June,Oregon,Harney County,12.8
2010,June,Oregon,Deschutes County,13.4
2010,June,Oregon,Columbia County,13.1
2010,June,Oregon,Wheeler County,9.3
2010,June,Oregon,Grant County,12.6
2010,June,Oregon,Wallowa County,11.8
2010,June,Oregon,Lane County,11.0
2010,June,Oregon,Multnomah County,9.8
2010,September,Oregon,Polk County,8.7
2010,September,Oregon,Yamhill County,9.4
2010,September,Oregon,Jefferson County,11.9
2010,September,Oregon,Josephine County,12.7
2010,September,Oregon,Hood River County,5.8
2010,September,Oregon,Klamath County,11.2
2010,September,Oregon,Baker County,8.8
2010,September,Oregon,Curry County,10.6
2010,September,Oregon,Linn County,12.1
2010,September,Oregon,Umatilla County,8.7
2010,September,Oregon,Lincoln County,9.8
2010,September,Oregon,Jackson County,11.3
2010,September,Oregon,Marion County,10.0
2010,September,Oregon,Tillamook County,9.1
2010,September,Oregon,Wasco County,9.3
2010,September,Oregon,Morrow County,7.6
2010,September,Oregon,Malheur County,7.8
2010,September,Oregon,Clatsop County,8.4
2010,September,Oregon,Benton County,6.4
2010,September,Oregon,Union County,8.8
2010,September,Oregon,Coos County,11.4
2010,September,Oregon,Lake County,10.7
2010,September,Oregon,Washington County,8.3
2010,September,Oregon,Douglas County,12.7
2010,September,Oregon,Clackamas County,9.3
2010,September,Oregon,Sherman County,8.9
2010,September,Oregon,Crook County,14.2
2010,September,Oregon,Gilliam County,7.5
2010,September,Oregon,Harney County,11.7
2010,September,Oregon,Deschutes County,12.4
2010,September,Oregon,Columbia County,11.9
2010,September,Oregon,Wheeler County,9.2
2010,September,Oregon,Grant County,10.4
2010,September,Oregon,Wallowa County,8.7
2010,September,Oregon,Lane County,10.2
2010,September,Oregon,Multnomah County,9.0
2010,April,Oregon,Polk County,10.1
2010,April,Oregon,Yamhill County,10.9
2010,April,Oregon,Jefferson County,14.0
2010,April,Oregon,Josephine County,14.6
2010,April,Oregon,Hood River County,9.0
2010,April,Oregon,Klamath County,13.3
2010,April,Oregon,Baker County,10.4
2010,April,Oregon,Curry County,13.3
2010,April,Oregon,Linn County,13.1
2010,April,Oregon,Umatilla County,10.9
2010,April,Oregon,Lincoln County,11.1
2010,April,Oregon,Jackson County,13.1
2010,April,Oregon,Marion County,11.6
2010,April,Oregon,Tillamook County,10.6
2010,April,Oregon,Wasco County,10.1
2010,April,Oregon,Morrow County,9.5
2010,April,Oregon,Malheur County,9.8
2010,April,Oregon,Clatsop County,10.3
2010,April,Oregon,Benton County,7.6
2010,April,Oregon,Union County,11.1
2010,April,Oregon,Coos County,13.0
2010,April,Oregon,Lake County,14.2
2010,April,Oregon,Washington County,9.3
2010,April,Oregon,Douglas County,14.4
2010,April,Oregon,Clackamas County,10.4
2010,April,Oregon,Sherman County,11.7
2010,April,Oregon,Crook County,16.2
2010,April,Oregon,Gilliam County,9.2
2010,April,Oregon,Harney County,15.1
2010,April,Oregon,Deschutes County,14.3
2010,April,Oregon,Columbia County,13.5
2010,April,Oregon,Wheeler County,9.3
2010,April,Oregon,Grant County,15.8
2010,April,Oregon,Wallowa County,15.4
2010,April,Oregon,Lane County,11.4
2010,April,Oregon,Multnomah County,9.9
2010,December,Oregon,Polk County,9.4
2010,December,Oregon,Yamhill County,9.5
2010,December,Oregon,Jefferson County,13.9
2010,December,Oregon,Josephine County,13.2
2010,December,Oregon,Hood River County,8.3
2010,December,Oregon,Klamath County,12.8
2010,December,Oregon,Baker County,10.9
2010,December,Oregon,Curry County,12.9
2010,December,Oregon,Linn County,12.0
2010,December,Oregon,Umatilla County,10.9
2010,December,Oregon,Lincoln County,11.4
2010,December,Oregon,Jackson County,11.2
2010,December,Oregon,Marion County,11.0
2010,December,Oregon,Tillamook County,10.6
2010,December,Oregon,Wasco County,10.7
2010,December,Oregon,Morrow County,9.5
2010,December,Oregon,Malheur County,9.9
2010,December,Oregon,Clatsop County,10.1
2010,December,Oregon,Benton County,6.3
2010,December,Oregon,Union County,10.7
2010,December,Oregon,Coos County,12.3
2010,December,Oregon,Lake County,14.1
2010,December,Oregon,Washington County,8.0
2010,December,Oregon,Douglas County,13.4
2010,December,Oregon,Clackamas County,9.1
2010,December,Oregon,Sherman County,11.5
2010,December,Oregon,Crook County,15.9
2010,December,Oregon,Gilliam County,9.0
2010,December,Oregon,Harney County,14.3
2010,December,Oregon,Deschutes County,13.6
2010,December,Oregon,Columbia County,11.9
2010,December,Oregon,Wheeler County,9.2
2010,December,Oregon,Grant County,16.0
2010,December,Oregon,Wallowa County,13.7
2010,December,Oregon,Lane County,10.2
2010,December,Oregon,Multnomah County,8.7
2010,July,Oregon,Polk County,9.5
2010,July,Oregon,Yamhill County,10.3
2010,July,Oregon,Jefferson County,12.4
2010,July,Oregon,Josephine County,13.8
2010,July,Oregon,Hood River County,7.6
2010,July,Oregon,Klamath County,12.3
2010,July,Oregon,Baker County,9.0
2010,July,Oregon,Curry County,11.8
2010,July,Oregon,Linn County,12.5
2010,July,Oregon,Umatilla County,9.5
2010,July,Oregon,Lincoln County,10.4
2010,July,Oregon,Jackson County,12.5
2010,July,Oregon,Marion County,10.7
2010,July,Oregon,Tillamook County,9.8
2010,July,Oregon,Wasco County,5.9
2010,July,Oregon,Morrow County,8.9
2010,July,Oregon,Malheur County,9.7
2010,July,Oregon,Clatsop County,8.9
2010,July,Oregon,Benton County,7.7
2010,July,Oregon,Union County,9.5
2010,July,Oregon,Coos County,12.6
2010,July,Oregon,Lake County,11.5
2010,July,Oregon,Washington County,9.0
2010,July,Oregon,Douglas County,13.3
2010,July,Oregon,Clackamas County,10.0
2010,July,Oregon,Sherman County,10.0
2010,July,Oregon,Crook County,14.6
2010,July,Oregon,Gilliam County,8.5
2010,July,Oregon,Harney County,12.1
2010,July,Oregon,Deschutes County,12.6
2010,July,Oregon,Columbia County,12.7
2010,July,Oregon,Wheeler County,9.7
2010,July,Oregon,Grant County,11.2
2010,July,Oregon,Wallowa County,9.2
2010,July,Oregon,Lane County,10.9
2010,July,Oregon,Multnomah County,9.6
2010,November,Oregon,Polk County,9.4
2010,November,Oregon,Yamhill County,9.8
2010,November,Oregon,Jefferson County,13.6
2010,November,Oregon,Josephine County,13.3
2010,November,Oregon,Hood River County,8.3
2010,November,Oregon,Klamath County,12.3
2010,November,Oregon,Baker County,9.9
2010,November,Oregon,Curry County,12.9
2010,November,Oregon,Linn County,12.1
2010,November,Oregon,Umatilla County,9.5
2010,November,Oregon,Lincoln County,11.2
2010,November,Oregon,Jackson County,11.4
2010,November,Oregon,Marion County,10.9
2010,November,Oregon,Tillamook County,10.8
2010,November,Oregon,Wasco County,9.9
2010,November,Oregon,Morrow County,9.2
2010,November,Oregon,Malheur County,8.9
2010,November,Oregon,Clatsop County,10.1
2010,November,Oregon,Benton County,6.5
2010,November,Oregon,Union County,10.1
2010,November,Oregon,Coos County,12.3
2010,November,Oregon,Lake County,13.9
2010,November,Oregon,Washington County,8.3
2010,November,Oregon,Douglas County,13.5
2010,November,Oregon,Clackamas County,9.5
2010,November,Oregon,Sherman County,11.1
2010,November,Oregon,Crook County,15.6
2010,November,Oregon,Gilliam County,8.7
2010,November,Oregon,Harney County,13.3
2010,November,Oregon,Deschutes County,13.3
2010,November,Oregon,Columbia County,12.0
2010,November,Oregon,Wheeler County,9.5
2010,November,Oregon,Grant County,13.2
2010,November,Oregon,Wallowa County,12.4
2010,November,Oregon,Lane County,10.4
2010,November,Oregon,Multnomah County,9.1
2013,February,Oregon,Polk County,9.3
2013,February,Oregon,Yamhill County,8.6
2013,February,Oregon,Jefferson County,13.7
2013,February,Oregon,Josephine County,12.8
2013,February,Oregon,Hood River County,7.5
2013,February,Oregon,Klamath County,13.3
2013,February,Oregon,Baker County,12.1
2013,February,Oregon,Curry County,12.6
2013,February,Oregon,Linn County,11.1
2013,February,Oregon,Umatilla County,10.7
2013,February,Oregon,Lincoln County,10.3
2013,February,Oregon,Jackson County,11.2
2013,February,Oregon,Marion County,10.2
2013,February,Oregon,Tillamook County,9.8
2013,February,Oregon,Wasco County,9.6
2013,February,Oregon,Morrow County,9.2
2013,February,Oregon,Malheur County,10.4
2013,February,Oregon,Clatsop County,9.5
2013,February,Oregon,Benton County,6.2
2013,February,Oregon,Union County,10.4
2013,February,Oregon,Coos County,11.5
2013,February,Oregon,Lake County,14.8
2013,February,Oregon,Washington County,7.1
2013,February,Oregon,Douglas County,11.9
2013,February,Oregon,Clackamas County,8.0
2013,February,Oregon,Sherman County,11.5
2013,February,Oregon,Crook County,14.9
2013,February,Oregon,Gilliam County,10.4
2013,February,Oregon,Harney County,15.0
2013,February,Oregon,Deschutes County,11.8
2013,February,Oregon,Columbia County,11.0
2013,February,Oregon,Wheeler County,7.7
2013,February,Oregon,Grant County,17.1
2013,February,Oregon,Wallowa County,15.2
2013,February,Oregon,Lane County,9.0
2013,February,Oregon,Multnomah County,7.7
2013,October,Oregon,Polk County,7.2
2013,October,Oregon,Yamhill County,6.8
2013,October,Oregon,Jefferson County,9.0
2013,October,Oregon,Josephine County,10.1
2013,October,Oregon,Hood River County,5.1
2013,October,Oregon,Klamath County,9.6
2013,October,Oregon,Baker County,8.7
2013,October,Oregon,Curry County,9.5
2013,October,Oregon,Linn County,8.7
2013,October,Oregon,Umatilla County,7.2
2013,October,Oregon,Lincoln County,8.1
2013,October,Oregon,Jackson County,8.7
2013,October,Oregon,Marion County,7.9
2013,October,Oregon,Tillamook County,7.5
2013,October,Oregon,Wasco County,7.4
2013,October,Oregon,Morrow County,6.3
2013,October,Oregon,Malheur County,7.0
2013,October,Oregon,Clatsop County,6.8
2013,October,Oregon,Benton County,5.1
2013,October,Oregon,Union County,7.7
2013,October,Oregon,Coos County,9.4
2013,October,Oregon,Lake County,10.1
2013,October,Oregon,Washington County,5.8
2013,October,Oregon,Douglas County,10.0
2013,October,Oregon,Clackamas County,6.5
2013,October,Oregon,Sherman County,7.4
2013,October,Oregon,Crook County,11.0
2013,October,Oregon,Gilliam County,9.1
2013,October,Oregon,Harney County,11.9
2013,October,Oregon,Deschutes County,8.6
2013,October,Oregon,Columbia County,8.8
2013,October,Oregon,Wheeler County,5.4
2013,October,Oregon,Grant County,10.9
2013,October,Oregon,Wallowa County,9.5
2013,October,Oregon,Lane County,7.3
2013,October,Oregon,Multnomah County,6.3
2013,March,Oregon,Polk County,9.0
2013,March,Oregon,Yamhill County,8.3
2013,March,Oregon,Jefferson County,12.4
2013,March,Oregon,Josephine County,12.2
2013,March,Oregon,Hood River County,7.7
2013,March,Oregon,Klamath County,12.5
2013,March,Oregon,Baker County,11.3
2013,March,Oregon,Curry County,11.8
2013,March,Oregon,Linn County,10.6
2013,March,Oregon,Umatilla County,10.1
2013,March,Oregon,Lincoln County,9.8
2013,March,Oregon,Jackson County,10.8
2013,March,Oregon,Marion County,9.9
2013,March,Oregon,Tillamook County,9.5
2013,March,Oregon,Wasco County,9.0
2013,March,Oregon,Morrow County,8.6
2013,March,Oregon,Malheur County,9.6
2013,March,Oregon,Clatsop County,9.0
2013,March,Oregon,Benton County,6.0
2013,March,Oregon,Union County,10.0
2013,March,Oregon,Coos County,11.2
2013,March,Oregon,Lake County,13.5
2013,March,Oregon,Washington County,6.8
2013,March,Oregon,Douglas County,11.5
2013,March,Oregon,Clackamas County,7.8
2013,March,Oregon,Sherman County,10.6
2013,March,Oregon,Crook County,14.4
2013,March,Oregon,Gilliam County,9.7
2013,March,Oregon,Harney County,14.0
2013,March,Oregon,Deschutes County,11.2
2013,March,Oregon,Columbia County,10.5
2013,March,Oregon,Wheeler County,7.8
2013,March,Oregon,Grant County,16.2
2013,March,Oregon,Wallowa County,15.9
2013,March,Oregon,Lane County,8.7
2013,March,Oregon,Multnomah County,7.4
2013,August,Oregon,Polk County,7.8
2013,August,Oregon,Yamhill County,7.3
